product_name,family_name,family_code
Apple AirPods, Audio and Visual Equipment,52161500
 Wood Dining Table, Furniture,56101700
 Sapphire Ring, Jewelry and Watches,54131000
 Dell Laptop, Computer Hardware and Peripherals,43211500
Wooden Dining Table, Furniture,561015
 Rain Jacket, Clothing,531018
 Baking Flour, Food and Beverages,501315
 LED Television, Electronic Components and Supplies,521615
Assorted Fruits, Fresh fruits and vegetables,10151500
 Uncoated Printing Paper, Printing and writing papers,14111500
 Gel Running Shoes, Athletic footwear,53101803
 Granite Kitchen Countertop, Stone and stone-like products,30161709
Mountain Bike, Bicycles,502116
 Gardening Gloves, Personal Safety and Protection,461815
 Propane Gas Grill, Commercial Cooking and Warming Equipment,481015
 Speak English in Ten Days Book, Instructional Materials,551015
Football Cleats, Footwear,531018
 Office Desk, Office Furniture,561017
 Portuguese Wine, Liquor & Spirits,502022
 Computer Monitor, Computer Displays,432119
Digital Camera, Photography equipment and supplies,45121500
 Dog Food," Live animals, animal products and pet supplies",10101500
 Table Lamp, Lighting Fixture and Accessories,39101600
 Road Bicycle, Transportation vehicles and supplies,25161500
Dell Laptop,Computing Machinery and Equipment,4321
 Nike Running Shoes,Footwear,5311
 Leather Sofa,Furniture and Furnishings,5612
 Organic Fertilizer,Land and Soil Preparation and Management and Protection,1015
Rose Gold Engagement Ring, Jewelry,50202304
 Road Bicycle, Sporting Goods,50201704
 Serving Table, Furniture,50203704
 Solar Panel, Electrical and Electronic Manufacturing,43272502
Bicycle Helmet, Personal safety and protection,46180000
 Tennis Ball, Athletic and outdoor equipment and accessories,49200000
 Network Router, Network service equipment,43222600
 Chardonnay Wine, Alcoholic beverages,50202203
Classic Leather Shoes, Footwear,531018
 Wooden Dining Table, Furniture,561015
 Microsoft Windows 10 License, Computer Software,432300
 Sparkplug, Motor vehicles parts and Accessories,251715
Kitchen Knife, Cutlery,52150000
 Running Shoes, Athletic etc footwear,53101800
 Solar Panel, Solar Energy,32111501
 Mousetrap, Pest control,10191501
Wooden Dining Table, Furniture,56101500
 Metal Scissors, Cutting and Punching and Pressing Tools,27111500
 Baby Stroller, Personal and Domestic Goods,53130000
 Football, Athletic and Outdoor Clothing and Equipment,49161500
Banana, Fruits and vegetables and nuts and seeds ,50150000
 Lawn Mower, Agricultural machinery and equipment ,21100000
 LED Light Bulb, Lighting Fixtures and Accessories ,39111500
 Kids Bicycle, Sporting Goods and Recreational Equipment ,49161500
Garden Rake, Garden tools,11151600
 LED Light Bulb, Electrical light sources,39101600
 Stainless Steel Cookware Set, Cookware and kitchen tools,52150000
 Rayon Spandex Fabric, Fabrics and leather materials,11160000
Golf Clubs, Sporting Goods,49240000
 Cooking Pots, Domestic Kitchenware and Kitchen Supplies,52150000
 Sapphire Ring, Jewelery,39111600
 Laptop, Computer Hardware,43210000
Men's Running Shoes, Footwear,531018
 Red Wine, Alcoholic Beverages,502022
 Office Chair, Furniture,561015
 Hair Dryer, Personal care products,531316
Child's Rocking Chair, Furniture,56101504
 Car Engine Oil, Industrial Lubricants,15121500
 60 Watt LED Light Bulb,Lighting Fixtures and Accessories,39111500
 Fresh Strawberries,Fresh fruits and vegetables,50151500
 Logo Design Services,None,-1
Apple Juice, Non-Alcoholic Beverages,50131802
 Leather Shoes, Footwear,53111601
 Electric Toothbrush, Personal Care Devices,50531505
 Resistance Bands, Fitness Equipment,49211600
Wooden Desk, Furniture,561015
 Jeep Tires, Vehicle Tires and Tubes,251725
 Electric Toothbrush, Personal care devices,421924
 Fitness Tracker, Personal electronic devices,521615
Office chair, Furniture,5610
 Running shoes, Athletic wear,5310
 LED bulb, Light sources,3911
 Tomato Soup,  Processed vegetables,5013
Football Boots, Athletic and recreational equipment,49240000
 Solar Panels, Power Generation and Distribution Machinery and Accessories,26110000
 Green Tea, Edibles and beverages,50000000
 Brake Discs, Motor vehicles parts and accessories,25170000
Nike Air Jordan Shoes, Footwear,531018
  Samsung HD Television, TVs and TV accessories,521615
  Raw Diamond 1 Carat, Gemstones and gems,601050
 17 inch Alloy Wheel, Vehicle components and accessories,251725
Kitchen Mixer, Domestic kitchen appliances and supplies,52141500
 Snow Shovel, Outdoor Living and garden Tools,27110000
 Soccer Ball, Sporting Goods,49151600
 Vegan Pizza, Food and Beverage,50101809
Wooden Desk, Furniture,56101500
 Organic Skincare Cream, Personal Care Products,53131600
 Reusable Water Bottle, Drinkware,52151700
 Alloy Steel Pipe, Pipes and Tubes,40180000
Bluetooth Headphones, Audio Equipment,52161514
 Rose Flower Seeds, Horticultural and Landscape Supplies,10152017
 Levis Jeans, Apparel,53100000
 Accounting Software ,Computer Software,43230000
Mountain Bike, Bicycles,50221600
 Men's Boots, Footwear,53111600
 Organic Honey, Edible Nuts and Seeds,50181900
 Motherboard, Computer mainboard components,43201513
Portable Hard Drive, Computer Data Storage,43201803
 Lipstick, Makeup,53131608
 Industrial Safety Helmet, Personal Safety and Security,46181704
 Oak Wood Table, Furniture,56101507
Mountain Bike, Bicycles,46161501
 Rose Plant Seeds, Seeds and bulbs and seedlings and cuttings,10152000
 Electric Drill, Power drills,27112704
 French Roast Coffee, Coffee beans,50201712
Merino Wool Sweater, Apparel,531000
 Black Ink Printer Cartridge, Office Equipment and Accessories and Supplies,441000
 Electric Drill, Tools and Machinery ,270000
 Red Wine Vinegar, Food and Beverage Products,500000
Dining Table, Furniture,56101500
 Organic Bananas, Fresh fruits and vegetables,50150000
 Motorcycle Helmet, Personal safety and protection,46180000
 Nail Polish, Cosmetics and toiletries,53131600
Mountain Bike, Bicycles parts and accessories,251515
 Cappuccino Coffee Beans, Coffee,502017
 Stainless Steel Cookware Set, Kitchen appliances and machines,521500
 Premium Quality Silk, Fabrics and leather materials,111600
Mountain Bike, Bicycles,50231700
 Refrigerator, Commercial refrigeration,23242300
 Interior Paint, Painting and paper handling,31211500
 Silver Necklace, Jewelry,52130000
Red Wine Bottle, Beverages and Tobacco,50201701
 Kitchen Knife, Tools and General Machinery,27111503
 Laptop Computer, Information Technology Broadcasting and Telecommunications,43211503
 Cheddar Cheese, Food and Beverage Products,50161506
Leather boots, Clothing,5310
 HDMI cable, Electronic components and supplies,3210
 Office chair, Furniture,5610
 Livestock Vaccines, Veterinary medicine,5040
Guitar Strings, Musical Instrument Accessories,60101704
 Designer Handbag, Luggage and handbags and packs,53121500
 Organic Fertilizer, Fertilizers and plant nutrients and herbicides,10170000
 Apple Juicer, Commercial use juicers,52141506
Bicycle Helmet, Personal Safety and Protection,46180000
 Lawnmower, Building and Construction Machinery and Accessories,72000000
 Nautical Map, Printed Media,55121600
 Obsidian Crystal Cluster, Earth and Stone,11111500
Mountain Bike, Bicycles & Tricycles,30121705
 Lawn Mower,Grounds maintenance equipment,21101700
 Dental Implants, Surgical Implants,42295500
 Soy Candles, Candles,52161512
Plastic Water Bottle, Drinkware,5215
 Football, Team Sport Equipment,4920
 Oak Wood Dining Table, Furniture,5611
 Antibacterial Hand Gel, Personal Care Products,5313
Toilet Paper, Personal care products,53131600
 Ceramic Plate, Domestic kitchenware,52150000
 Laptop Stand, Commercial use furniture,56101706
 Bicycle Helmet, Personal safety and protection,46181500
Acoustic Guitar, Musical Instruments,60131000
 Eco Cashmere Sweater, Apparel,53100000
 Dental Floss, Personal Care Products,53131600
 Apple Juice, Food and Beverages,50131600
Asphalt Shingles, Roofing and Siding and Sheet Metal,301515
 Bicycle Helmet, Headgear and Helmets,461817
 Organic Green Tea, Beverages,502022
 Advanced Anti-Wrinkle Cream, Skin Care,531316
Football, Sporting Goods,4919
 Green Tea Extract Capsules, Herbal Supplements,5110
 Compact Refrigerator, Home Appliances,5412
 Diamond Ring, Jewelry,5940
Table Lamp, Lighting & Light Bulbs,39101600
 Running Shoes, Athletic & Outdoor Shoes,53111900
 Organic Fertilizer, Agricultural & Horticultural Products,10150000
 Tyre, Automotive Tires ,25172500
Couch, Furniture,561015
 Red Wine, Beverages,502017
 Baseball Bat, Sports Equipment,491615
 Notebook, Office Equipment,441021
Fishing Rod, Sporting Goods,49161500
 Electric Drill, Power Tools,27112700
 Car Tyres, Vehicle Parts,25172500
 Cherry Tomatoes, Fresh Produce,10131600
Bicycle Helmet, Personal safety and protection,46180000
 Vegetable Seeds, Live plant and animal material and accessories and supplies,10150000
 Photovoltaic Panel, Power Generation and Distribution Machinery and Accessories,26100000
 Chicken Breast Fillets, Meat and poultry products,50121602
Apple MacBook Pro, Computer hardware,43211503
 Wheelbarrow, Material handling equipment,24101502
 Adidas Running Shoes, Footwear,53111504
 LED Light Bulb, Electrical Systems and Lighting and Components and Accessories and Supplies,39111500
Running Shoes, Footwear,531018
 LED Bulb, Lamps and Lightbulbs,391016
 Wooden Table, Furniture,561015
 Microscope, Laboratory and Measuring and Observing and Testing Equipment,411100
Cherry Blossom Lip Balm, Personal care,53131600
 Brake Pad Set, Motor vehicles,25171600
 Satin Wedding Gown, Apparel,53102700
 Organic Chicken Feed, Animal feed,10151500
Smart Television, Audio and Visual Equipment,45110000
 Wine Glasses, Tableware,52150000
 Chainsaw, Forestry and Arboriculture Equipment,21100000
 LED Bulbs, Lighting Equipment,39110000
Guitar strings, Musical Instrument Parts and Accessories,60131606
 Freshwater aquarium kit, Live Animals and Supplies,10101506
 Tote handbag, Personal Apparel and Accessories,53121600
 Solar photovoltaic system, Power Generation and Distribution Machinery and Accessories,26110000
iPhone 12, Communication Devices,43191600
 Coffee Beans, Food Beverage and Tobacco Products,50000000
 Hooded Sweatshirt, Clothing Accessories,53100000
 Collagen Face Cream, Personal Care Products,53131600
Portable Air Conditioner, HVAC Systems & Parts,401018
 Chicken Eggs, Livestock & Poultry,101515
 Ruby Earrings, Fine Jewelry,541319
 Cricket Bat, Sporting goods,491915
Mountain bicycle, Bicycles,4914
 Laptop, Computers,4321
 Georgia Peach Candle, Candles,6010
 Leather Jacket, Outerwear,5310
Kitchen Knife, Kitchen & Dining Equipment,52150000
 Children's Book," Books, Maps & Manuscripts",55101500
 Facial Cleanser, Personal Care Products,53131600
 Yoga Classes,None,0
 Diesel Engine, Engines & Components,23201100
Pair of Jeans, Apparel,53100000
 iPad Tablet, Computer Hardware,43200000
 Caterpillar Excavator, Heavy Machinery,24100000
 Organic Honey, Food and Beverages,50200000
Nokia 3310 Mobile Phone, Telecommunications,431916
 Female Running Shoes, Apparel,531018
 Power Drill, Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,241018
 Fresh Blueberries, Food Beverage and Tobacco Products,501017
Red Wine, Alcoholic Beverages,50201700
 Running Shoes, Athletic and recreational sports footwear,53111901
 Industrial Chainsaw, Industrial Cutting and Sawing and Grinding and Polishing Tools,27131501
 Banana, Fresh fruit,50101706
 Winter Kids' Snow Boots, Footwear,531018
 Organic Potting Soil, Fertilizers and plant nutrients and herbicides,101618
 Pecan Raisin Bread, Baked goods and baking ingredients,501015
 Military Camouflage Netting, Industrial use textiles,111600
Dollhouse, Toys and Games,60141000
 Leather Sofa, Furniture,56101500
 Hair Dryer, Personal Care Products,53131600
 Watercolor Paint Set, Art Materials,60141100
Mountain Bike, Bicycles,49161500
 Organic Milk, Milk products,50161500
 Solar Power Panel, Electrical Power Generation Products,26110000
 Office Chair, Office Seating,56101507
Olympic Dumbbells, Athletics and Physical Education,4920
 Solar Panel, Electrical Power Generation,2611
 Men's Classic Shoes, Footwear,5311
 Sparkling White Wine, Beverages,5020
Mountain Bicycle, Bicycles,50211600
 Novelty Coffee Mug, Drinkware,52151600
 LED Light Bulb, Light sources,39101600
 Garden Fork, Gardening tools,27112200
Washing Machine, Major Domestic Appliances,52141600
 Road Racing Bicycle, Bicycles,49161500
 Dentist Chair, Medical Furniture,42192200
 DVD Movie, DVDs and Blu Ray Discs,52161500
Peanut Butter, Food Services and Drink,50160000
 Acoustic Guitar, Musical Instruments,60120000
 Samsung Galaxy Mobile Phone, Communication Devices,43190000
Apple iPad, Computers,43211500
 Cotton Bath Towel," Textiles, Fabrics & Leather",11160000
 Fresh Broccoli, Food & Beverage Products,50000000
 AA Batteries, Electrical Systems and Lighting and Components and Accessories and Supplies,39120000
Road Bicycle, Sporting goods,491215
 Organic Fertilizer, Horticultural chemicals,101717
 Safety Boots, Occupational safety devices or equipment,461716
 Advanced Action Figures, Toys and games,601317
Running Shoes, Clothing,53100000
 Vegetable Seeds, Seeds and Bulbs and Seedlings and Cuttings,10152000
 Dining Table, Furniture,56100000
 Laptop Battery, Batteries and Cells and Accessories,26111700
Nail Polish, Personal Care Products,531316
 Circular Saw, Building and Construction Machinery and Accessories ,721513
 Chandelier, Lighting Fixtures and Accessories,391016
 Aspirin, Drugs and Pharmaceutical Products,512200
Blue Denim Jacket, Apparel,531216
 LCD Television, Telecommunication Devices and Accessories,432217
 Coffee Beans, Food and Beverage Products,501615
 Indoor Yucca Plant, Live Plant and Animal Material,101615
Chef's Knife, Kitchenware,52150000
 Tyre Repair Kit, Vehicle maintenance and repair services,50101600
 Table Lamp, Lamps and lightbulbs and lamp components,39101600
 Lion Sculpture, Artwork and decorative objects,60103700
Refrigerator, Major Appliances,52141500
 Basketball Shoes, Footwear,53110000
 Fertilizer, Specialty Fertilizers,10190000
 MacBook, Portable Computers,43211503
1 Running Shoes, Footwear,5311
 2 Apple MacBook Pro, Portable Computers,4321
 3 Sterling Silver Earrings, Fine Jewelry,5413
 5 Refrigerator, Home Appliances,5214
None,None,-1
Microfiber Duvet, Textiles,11160000
 Tomato Plant, Floriculture and silviculture products,10150000
 Kids' Bicycle, Vehicles and their parts and accessories,25000000
 Ceiling Fan, Domestic appliances,52150000
Laundry Detergent, Cleaning and Janitorial Supplies,47131800
 Laptop Computer, Computers,43211500
 Running Shoes, Apparel and Luggage and Personal Care Products,53100000
 Industrial Drill, Machinery and Accessories,27000000
Steel Hammer, Hand tools,27112800
 Scented Candles, Aromatherapy and spa products,53131600
 Laptop Cooling Pad, Computer accessories,43211600
 Vegan Leather Jacket, Apparel,53101800
Garden Hoe, Garden Tools,27111500
 LED Light Bulb, Lighting Fixtures and Accessories,39111500
 Computer Monitor, Computer displays,43211900
 Ballpoint Pen, Writing Instruments,44121700
Tennis Shoes, Athletic shoes,53111904
 Leather Sofa, Furniture,56101506
 iPhone 13 Pro, Mobile phones,43191602
 Combustion Engine, Engines,43231700
Cotton T-Shirt, Apparel,53100000
 Organic Fertilizer, Fertilizers and plant nutrients and herbicides,10170000
 Wooden Desk, Domestic furniture,56101500
 Espresso Coffee, Beverages,50201700
Plastic Cutlery Set, Kitchen and dining room products,52150000
 LED Television, Televisions and audio visual equipment,43211500
 Lawn Mowing Service,None,0
 Mountain Bicycle, Recreational bicycles and equipment,49161500
 HVAC System, Heating and cooling and air conditioning HVAC systems and equipment,40101500
Football Boots, Athletic and Outdoor Clothing ,53100000
